name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
Hammer Spark,Option,ST2-13,,0.0,,,,,Blue,,,,,,,C,,,[Main] Gain 1 memory.,Security Effect [Security] Gain 2 memory.,,Digimon Card Game,hammer-spark-st2-13,2024-05-27 15:14:30,Hammer Spark,229785.0,"['ST-2: Starter Deck Cocytus Blue', 'ST-8: Starter Deck UlforceVeedramon']"
Hanimon,Digimon,EX9-024,3.0,3.0,1.0,,,[Digivolve] [Kyaromon]: Cost 0,Yellow,Purple,Puppet,LIBERATOR,,1000.0,Data,C,,,"[On Play] By trashing 1 card in your hand, you may return 1 Digimon card with the [Puppet] trait from your trash to the hand.","[Opponent's Turn] [Once Per Turn] When one of your opponent's Digimon attacks, by deleting 1 of your other Digimon, end that attack.",[Digivolve] [Kyaromon]: Cost 0,Digimon Card Game,hanimon-ex9-024,2025-05-23 12:05:39,Hanimon,633182.0,['EX-09: Extra Booster Versus Monsters']
Happy Bullet Showering,Option,BT6-095,,7.0,,,,,Red,,,,,,,U,,,"If you have a Digimon with the [Three Musketeers] trait in play, you may use this Option card without meeting its color requirements. 
[Main] Delete all of your opponent's Digimon with the lowest DP.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,happy-bullet-showering-bt6-095,2024-05-27 15:14:30,Happy Bullet Showering,249651.0,['BT-06: Booster Double Diamond']
Harpymon,Digimon,BT16-033,4.0,5.0,3.0,,,[Digivolve] [Hawkmon]: Cost 2,Yellow,Red,Mythical Beast,,Armor Form,5000.0,Free,C,Armor Form,,"＜Armor Purge＞ (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion.)
[Your Turn] When this Digimon checks your opponent's security stack, if you have 3 or more security cards, gain 1 memory. If you have 2 or fewer, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)",,[Digivolve] [Hawkmon]: Cost 2,Digimon Card Game,harpymon-bt16-033,2024-05-27 15:14:30,Harpymon,547671.0,['BT-16: Booster Beginning Observer']
Hawkmon,Digimon,BT3-009,3.0,3.0,0.0,Red,2.0,,Red,,Avian,,Rookie,4000.0,Free,C,Rookie,,,,,Digimon Card Game,hawkmon-bt3-009,2024-05-27 15:14:30,Hawkmon,231727.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'ST-11 Special Entry Pack', 'ST-11: Starter Deck Special Entry Deck']"
Hawkmon,Digimon,BT8-009,3.0,3.0,0.0,Red,2.0,,Red,,Avian,,,2000.0,Free,U,,,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color red card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,hawkmon-bt8-009,2024-05-27 15:14:30,Hawkmon,268766.0,['BT-08: Booster New Awakening']
Hawkmon,Digimon,EX5-035,3.0,3.0,0.0,,,,Green,,Avian,,,2000.0,Free,C,,,[On Play] Reveal the top 3 cards of your deck. Add all Digimon cards with ＜Fortitude＞ among them to the hand. Return the rest to the bottom of the deck.,"[All Turns] While this Digimon is suspended, it gets +1000 DP.",,Digimon Card Game,hawkmon-ex5-035,2024-05-27 15:14:30,Hawkmon,531415.0,['EX-05: Theme Booster Animal Colosseum']
Hawkmon,Digimon,BT16-007,3.0,3.0,1.0,Green,,[Digivolve] [Poromon]: Cost 0,Red,Green,Avian,,,2000.0,Free,C,,,"[Your Turn] [Once Per Turn] When one of your other Digimon is played or digivolves, if it has the [Free] trait or is yellow, gain 1 memory.",[When Attacking] [Once Per Turn] Suspend 1 of your opponent's Digimon.,[Digivolve] [Poromon]: Cost 0,Digimon Card Game,hawkmon-bt16-007,2024-05-27 15:14:30,Hawkmon,546681.0,['BT-16: Booster Beginning Observer']
Healing Therapy,Option,BT10-099,,2.0,,,,,Yellow,,,,,,,C,,,"[Main] Until the end of your opponent's turn, 1 of your opponent's Digimon gains ＜Security A. -1＞ (This Digimon checks 1 fewer security card.). If you have a [Venusmon] in play, 3 of your opponent's Digimon gain it instead.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,healing-therapy-bt10-099,2024-05-27 15:14:30,Healing Therapy,450370.0,['BT-10: Booster Xros Encounter']
Hearts Attack,Option,BT1-099,,3.0,,,,,Blue,,,,,,,C,,,[Main] Trash all digivolution cards under 1 of your opponent's Digimon.,,,Digimon Card Game,hearts-attack-bt1-099,2024-05-27 15:14:30,Hearts Attack,229955.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']"
Heat Viper,Option,BT2-109,,5.0,,,,,Purple,,,,,,,C,,,[Main] You may delete 1 of your Digimon to delete up to 2 of your opponent's level 4 or lower Digimon.,Security Effect [Security] Add this card to the hand.,,Digimon Card Game,heat-viper-bt2-109,2024-05-27 15:14:30,Heat Viper,229933.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']"
Heaven's Charm,Option,ST3-14,,2.0,,,,,Yellow,,,,,,,C,,,[Main] 1 of your opponent's Digimon gets -2000 DP for the turn.,Security Effect [Security] Add this card to the hand.,,Digimon Card Game,heaven-s-charm-st3-14,2024-05-27 15:14:30,Heaven's Charm,229803.0,"[""ST-3: Starter Deck Heaven's Yellow""]"
Heaven's Gate,Option,ST3-13,,1.0,,,,,Yellow,,,,,,,C,,,[Main] 1 of your Digimon gets +3000 DP for the turn.,Security Effect [Security] All of your Digimon and Security Digimon get +5000 DP for the turn. Then add this card to its owner's hand.,,Digimon Card Game,heaven-s-gate-st3-13,2024-05-27 15:14:30,Heaven's Gate,229802.0,"[""ST-3: Starter Deck Heaven's Yellow""]"
Heaven's Judgement,Option,EX4-068,,7.0,,,,,Yellow,,,,,,,C,,,"While you have a green Digimon or Tamer in play, you may use this card without meeting its color requirements.
[Main] Activate the effect below. For each color your Digimon have, activate it again.
・1 of your opponent's Digimon gets -6000 DP for the turn.",Security Effect [Security] 1 of your opponent's Digimon gets -12000 DP for the turn.,,Digimon Card Game,heaven-s-judgement-ex4-068,2024-05-27 15:14:30,Heaven's Judgement,500369.0,"['EX-04: Theme Booster Alternative Being', 'LM-02: Limited Card Pack DeathXmon']"
Heaven's Knuckle,Option,BT14-094,,4.0,,,,,Yellow,,,,,,,C,,,"[Main] Activate 1 of the effects below:
・1 opponent's Digimon gets -6000 DP for the turn.
・By deleting 1 of your [Angemon], place 1 of your opponent's Digimon at the bottom of their security stack.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,heaven-s-knuckle-bt14-094,2024-05-27 15:14:30,Heaven's Knuckle,522666.0,['BT-14: Booster Blast Ace']
Heir of Dragons,Option,BT4-099,,3.0,,,,,Red,,,,,,,U,,,"[Main] ＜Draw 2＞ (Draw 2 cards from your deck.) Then, if one of your Digimon has [Greymon] in its name or [Dramon] in its name, delete 1 of your opponent's Digimon with 4000 DP or less.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,heir-of-dragons-bt4-099,2024-05-27 15:14:30,Heir of Dragons,238209.0,"['BT-04: Booster Great Legend', 'ST-11 Special Entry Pack', 'ST-11: Starter Deck Special Entry Deck']"
Hell Masquerade,Option,ST9-15,,1.0,,,,,Green,,,,,,,U,,,"[Main] 1 of your Digimon gets +2000 DP for the turn. Then, if you have a blue Digimon in play, 1 of your Digimon gains ＜Piercing＞ for the turn. (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)",Security Effect [Security] Add this card to its owner's hand.,,Digimon Card Game,hell-masquerade-st9-15,2024-05-27 15:14:30,Hell Masquerade,268119.0,['ST-9: Starter Deck Ultimate Ancient Dragon']
Helloogarmon,Digimon,BT14-078,5.0,7.0,3.0,Purple,4.0,,Purple,,Dark Animal,X Antibody,Ultimate,9000.0,Virus,U,Ultimate,,"[End of Your Turn] Delete this Digimon and ＜Draw 2＞ (Draw 2 cards from your deck.) Then, you may return 1 [Loogamon] from your trash to your hand. [On Deletion] You may trash up to 3 [Dark Animal] or [SoC] trait cards from your hand. Then, delete 1 of your opponent's level 3 or lower Digimon. For each card you trashed with this effect, increase this level by 1.",,,Digimon Card Game,helloogarmon-bt14-078,2024-05-27 15:14:30,Helloogarmon,523995.0,['BT-14: Booster Blast Ace']
Helloogarmon,Digimon,BT16-010,5.0,7.0,4.0,,,[Digivolve] Lv.4 w/[SoC] trait: Cost 3,Red,Purple,Dark Animal,X Antibody,,8000.0,Virus,U,,,"＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)
[End of Opponent's Turn] By deleting this Digimon, delete 1 of your opponent's Digimon with the lowest DP.
 [On Deletion] You may play 1 [Loogamon] or [Eiji Nagasumi] from your trash without paying the cost.",,[Digivolve] Lv.4 w/[SoC] trait: Cost 3,Digimon Card Game,helloogarmon-bt16-010,2024-05-27 15:14:30,Helloogarmon,547744.0,['BT-16: Booster Beginning Observer']
Hi-Commandramon,Digimon,BT14-060,4.0,4.0,2.0,Black,3.0,,Black,,Cyborg,D-Brigade,Champion,4000.0,Virus,U,Champion,,[When Attacking] Reveal the top 3 cards of your deck. You may play 1 card with the [D-Brigade] or [DigiPolice] trait with a play cost of 3 or less among them without paying the cost. Return the rest the the bottom of the deck.,"[All Turns] [Once Per Turn] When this Digimon would leave the battle area other than by one of your effects, by deleting 1 of your other Digimon with the [D-Brigade] trait, prevent it from leaving.",,Digimon Card Game,hi-commandramon-bt14-060,2024-05-27 15:14:30,Hi-Commandramon,524003.0,['BT-14: Booster Blast Ace']
Hi-VisionMonitamon,Digimon,BT10-063,4.0,6.0,2.0,,,"DigiXros Requirements [DigiXros -2] [Monitamon] x [Monitamon] x [Monitamon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Black,,LCD,Twilight,,7000.0,Data,C,,,,,"DigiXros Requirements [DigiXros -2] [Monitamon] x [Monitamon] x [Monitamon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,hi-visionmonitamon-bt10-063,2024-05-27 15:14:30,Hi-VisionMonitamon,286773.0,['BT-10: Booster Xros Encounter']
HiAndromon,Digimon,BT2-064,6.0,10.0,2.0,Black,5.0,,Black,,Cyborg,,Mega,12000.0,Vaccine,U,Mega,,,,,Digimon Card Game,hiandromon-bt2-064,2024-05-27 15:14:30,HiAndromon,230030.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']"
HiAndromon,Digimon,ST15-13,6.0,11.0,4.0,Black,5.0,,Black,,Cyborg,,Mega,12000.0,Vaccine,U,Mega,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)
[When Digivolving] Delete 1 of your opponent's Digimon with a play cost of 8 or less.",,,Digimon Card Game,hiandromon-st15-13,2024-05-27 15:14:30,HiAndromon,519891.0,['ST-15: Starter Deck Dragon of Courage']
Hidden Potential Discovered!,Option,BT3-103,,0.0,,,,,Green,,,,,,,U,,,"[Main] For the turn, when one of your green Digimon would next digivolve, by suspending 1 of your Digimon, reduce the digivolution cost by 5.",Security Effect [Security] Add this card to the hand.,,Digimon Card Game,hidden-potential-discovered-bt3-103,2024-05-27 15:14:30,Hidden Potential Discovered!,231748.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
High Mega Blaster,Option,BT11-102,,3.0,,,,,Green,,,,,,,C,,,"[Main] Choose 1 of your Digimon with [Insect] in any of its traits. Suspend 2 of your opponent's Digimon with DP less than or equal to the DP of the chosen Digimon. Then, 1 of your opponent's suspended Digimon can't unsuspend during your opponent's next unsuspend phase.",Security Effect [Security] Suspend 2 of your opponent's Digimon.,,Digimon Card Game,high-mega-blaster-bt11-102,2024-05-27 15:14:30,High Mega Blaster,477804.0,['BT-11: Booster Dimensional Phase']
High-Speed Plug-In D,Option,EX2-068,,2.0,,,,,Blue,,,,,,,C,,,"While you have a Tamer in play, you may use this card without meeting its color requirements.
[Main] For the turn, 1 of your Digimon gains ＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.) and can't be blocked by your opponent's Digimon.","Security Effect [Security] ＜Draw 1＞ (Draw 1 card from your deck.) Then, add this card into your hand.",,Digimon Card Game,high-speed-plug-in-d-ex2-068,2024-05-27 15:14:30,High-Speed Plug-In D,274424.0,['EX-02: Theme Booster Digital Hazard']
HippoGryphonmon,Digimon,BT4-044,5.0,6.0,3.0,Yellow,4.0,,Yellow,,Mythical Beast,,Ultimate,6000.0,Data,C,Ultimate,,"[When Attacking] If you have 3 or fewer security cards, 1 of your opponent's Digimon gets -3000 DP for the turn.",,,Digimon Card Game,hippogryphonmon-bt4-044,2024-05-27 15:14:30,HippoGryphonmon,238147.0,['BT-04: Booster Great Legend']
HippoGryphonmon,Digimon,BT17-066,5.0,7.0,4.0,,,[Digivolve] [Darcmon]: Cost 3,Purple,Yellow,Mythical Beast,,,7000.0,Data,C,,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)
[When Digivolving] You may play 1 level 3 Purple or Yellow Digimon card from your hand without paying the cost.","＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)",[Digivolve] [Darcmon]: Cost 3,Digimon Card Game,hippogryphonmon-bt17-066,2024-05-27 15:14:30,HippoGryphonmon,561101.0,['BT-17: Booster Secret Crisis']
Hisyaryumon,Digimon,BT8-066,5.0,8.0,3.0,Black,,,Black,,Beast Dragon,X Antibody,,8000.0,Vaccine,C,,,"[Your Turn] When one of your effects places a digivolution card under this Digimon, you may digivolve this Digimon into a Digimon card in your hand with the [X Antibody] trait by paying its digivolution cost. When digivolving with this effect, reduce the digivolution cost by 1.","[Opponent's Turn] While this Digimon has the [X Antibody] trait, it gains ＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.).",,Digimon Card Game,hisyaryumon-bt8-066,2024-05-27 15:14:30,Hisyaryumon,268929.0,['BT-08: Booster New Awakening']
Hiyarimon,Digi-Egg,BT8-002,2.0,,,,,,Blue,,Lesser,,,,,U,,,"Inherited Effect [All Turns] While your opponent has no Digimon with digivolution cards, this Digimon gets +1000 DP.",,,Digimon Card Game,hiyarimon-bt8-002,2024-05-27 15:14:30,Hiyarimon,268846.0,['BT-08: Booster New Awakening']
Hiyarimon,Digi-Egg,EX7-002,2.0,,,,,,Blue,,Lesser,,,,,C,,,"Inherited Effect [When Attacking] [Once Per Turn] If your opponent has no Digimon with digivolution cards, ＜Draw 1＞ (Draw 1 card from your deck.)",,,Digimon Card Game,hiyarimon-ex7-002,2024-05-27 15:14:30,Hiyarimon,564908.0,['EX-07: Extra Booster Digimon Liberator']
Holy Beasts Great Cardinal Positions,Option,EX5-072,,12.0,,,,,White,,Four Sovereigns,,,,,U,,,"While you have a Digimon with the [Deva] or [Four Sovereigns] trait, you may ignore this card's color requirements.
When this card would be used, reduce the cost by 1 for each [Deva] or [Four Sovereigns] trait card with a different name in your trash.
[Main] You may play 1 Digimon card with [Fanglongmon] in its name from your hand without paying the cost.","Security Effect [Security] Return 1 card with [Fanglongmon] in its name from your trash to the hand. Then, add this card to the hand.",,Digimon Card Game,holy-beast-great-cardinal-positions-ex5-072,2024-05-27 15:14:30,Holy Beasts Great Cardinal Positions,530127.0,['EX-05: Theme Booster Animal Colosseum']
Holy Flame,Option,ST3-15,,2.0,,,,,Yellow,,,,,,,C,,,[Main] 1 of your opponent's Digimon gains ＜Security A. -3＞ (This Digimon checks 3 additional security cards.) until the end of their turn.,Security Effect [Security] All of your opponent's Digimon gain ＜Security A. -1＞ for the turn. (This Digimon checks 1 additional security card.),,Digimon Card Game,holy-flame-st3-15,2024-05-27 15:14:30,,,"[""ST-3: Starter Deck Heaven's Yellow""]"
Holy Sunshine,Option,BT11-101,,8.0,,,,,Yellow,,,,,,,C,,,"When you would use this card, if you have a yellow Tamer in play, reduce the cost by 1.
[Main] Until the end of your opponent's turn, 3 of your opponent's Digimon get -5000 DP and gain ＜Security A. -1＞ (This Digimon checks 1 additional security card.).",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,holy-sunshine-bt11-101,2024-05-27 15:14:30,Holy Sunshine,477806.0,['BT-11: Booster Dimensional Phase']
Holy Wave,Option,BT1-107,,6.0,,,,,Yellow,,,,,,,C,,,[Main] ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.),Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,holy-wave-bt1-107,2024-05-27 15:14:30,Holy Wave,230982.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution', 'Dash Pack Ver. 1.5', 'PB-12E: Digimon Card Game 2nd Anniversary Set']"
Home Run Blast,Option,BT12-103,,2.0,,,,,Yellow,,,,,,,C,,,"While you have a Tamer with the [Hunter] trait in play, you may use this card without meeting its colour requirements.
[Main] 1 of your opponent's Digimon gets -4000 DP for the turn. Then, if you have a Digimon with 4 or more digivolution cards in play, 1 of your opponent's Digimon gains ＜Security A. -1＞ for the turn. (This Digimon checks 1 additional security card.)",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,home-run-blast-bt12-103,2024-05-27 15:14:30,Home Run Blast,492440.0,['BT-12: Booster Across Time']
Homer Yushima,Tamer,BT13-096,,3.0,,,,,Blue,,,,,,,U,,,"[On Play] You may play 1 blue level 3 Digimon card from 1 of your Digimon's digivolution cards without paying its cost.
[All Turns] When you play a blue Digimon, you can suspend this Tamer to place 1 blue level 4 or lower Digimon card from your hand under that Digimon as its bottom digivolution card.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,homer-yushima-bt13-096,2024-05-27 15:14:30,Homer Yushima,504290.0,['BT-13: Booster Versus Royal Knights']
Hookmon,Digimon,BT8-025,4.0,5.0,2.0,Blue,,,Blue,Black,Mutant,,,5000.0,Virus,C,,,Inherited Effect [When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,,,Digimon Card Game,hookmon-bt8-025,2024-05-27 15:14:30,Hookmon,268862.0,['BT-08: Booster New Awakening']
Hopmon,Digi-Egg,EX2-005,2.0,,,,,,Black,,Baby Dragon,,,,,U,,,"Inherited Effect [Your Turn] While you have a black Tamer in play, this Digimon gets +1000 DP.",,,Digimon Card Game,hopmon-ex2-005,2024-05-27 15:14:30,Hopmon,274844.0,['EX-02: Theme Booster Digital Hazard']
Hopmon,Digi-Egg,BT19-005,2.0,,,,,,Black,,Baby Dragon,,,,,C,,,"Inherited Effect [Opponent's Turn] While your opponent has a Digimon, this Digimon gains ＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.).",,,Digimon Card Game,hopmon-bt19-005,2024-09-09 08:08:03,Hopmon,607287.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']"
Horn Buster,Option,BT1-108,,1.0,,,,,Green,,,,,,,C,,,[Main] 1 of your Digimon gets +3000 DP for the turn.,Security Effect [Security] Suspend 1 of your opponent's Digimon. Then add this card to its owner's hand.,,Digimon Card Game,horn-buster-bt1-108,2024-05-27 15:14:30,Horn Buster,229961.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']"
Hornet Eraser,Option,BT19-096,,8.0,,,,,Green,Black,Royal Base,LIBERATOR,,,,C,,,"[Main] You may place 1 [Royal Base] trait Digimon card from your trash face up as your bottom security card. Then, delete up to 8 play cost's total worth of your opponent's Digimon. For each of your face up security cards, add 2 to the maximum play cost you may choose with this effect.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,hornet-eraser-bt19-096,2024-09-09 08:03:24,Hornet Eraser,587287.0,"['BT-19: Booster Xros Evolution', 'BT18-19: Special Booster Ver.2.0']"
HoverEspimon,Digimon,BT20-050,4.0,4.0,3.0,,,[Digivolve] Lv.3 w/[Cyborg]/[Machine] trait: Cost 2,Black,Blue,Cyborg,LIBERATOR,,4000.0,Virus,C,,,"[When Digivolving] Flip your opponent's top face-down security card face-up.
[End of Attack] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck.)",[All Turns] This Digimon gets +1000 DP.,[Digivolve] Lv.3 w/[Cyborg]/[Machine] trait: Cost 2,Digimon Card Game,hoverespimon-bt20-050,2024-11-07 12:00:22,HoverEspimon,607329.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Howling Crusher,Option,BT1-101,,7.0,,,,,Blue,,,,,,,C,,,[Main] Trash all digivolution cards under all of your opponent's Digimon.,Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,howling-crusher-bt1-101,2024-05-27 15:14:30,Howling Crusher,230980.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution', 'Dash Pack Ver. 1.5']"
Howling Memory Boost!,Option,BT6-097,,3.0,,,,,Blue,,,,,,,U,,,"[Main] Trash 2 digivolution cards from the bottom of 1 of your opponent's Digimon. Then, 1 of your opponent's Digimon with no digivolution cards can't attack or block until the end of your opponent's next turn. Then, place this card in your battle area.
[Main] ＜Delay＞ (By trashing this card after the placing turn, activate the effect below.)
・Gain 2 memory.",Security Effect [Security] Place this card in the battle area.,,Digimon Card Game,howling-memory-boost-bt6-097,2024-05-27 15:14:30,Howling Memory Boost!,249712.0,['BT-06: Booster Double Diamond']
Huankunmon,Digimon,BT19-023,5.0,7.0,3.0,,,,Blue,,Aquatic,,,7000.0,Vaccine,C,,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)
[On Play] [When Digivolving] 1 of your Digimon can't be deleted by battle until the end of your opponent's turn.",[Your Turn] This Digimon's attack target can't be switched.,,Digimon Card Game,huankunmon-bt19-023,2024-09-09 08:06:51,Huankunmon,587273.0,"['BT-19: Booster Xros Evolution', 'BT18-19: Special Booster Ver.2.0']"
Huckmon,Digimon,BT7-009,3.0,4.0,0.0,Red,,,Red,,Mini Dragon,,,3000.0,Data,C,,,Inherited Effect [When Attacking] [Once Per Turn] Reveal the top 5 cards of your deck. Add all cards with [Sistermon] in their name among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,Digimon Card Game,huckmon-bt7-009,2024-05-27 15:14:30,Huckmon,264324.0,['BT-07: Booster Next Adventure']
Huckmon,Digimon,BT13-009,3.0,3.0,0.0,,,,Red,,Mini Dragon,,,2000.0,Data,C,,,"[Your Turn] When you play a Digimon with [Sistermon] in its name, you may digivolve this Digimon into a [BaoHuckmon] in your hand without paying its cost.","[Your Turn] [Once Per Turn] When you play a Digimon with [Sistermon] in its name, gain 1 memory.",,Digimon Card Game,huckmon-bt13-009,2024-05-27 15:14:30,Huckmon,503027.0,['BT-13: Booster Versus Royal Knights']
Huckmon,Digimon,BT20-008,3.0,3.0,0.0,,,,Red,,Mini Dragon,,,1000.0,Data,U,,,"[Start of Your Main Phase] By trashing 1 card with [Huckmon] or [Sistermon] in its name or the [Royal Knight] trait in your hand, ＜Draw 1＞ (Draw 1 card from your deck.) and gain 1 memory.",[Your Turn] All of your Digimon get +1000 DP.,,Digimon Card Game,huckmon-bt20-008,2024-12-21 12:02:15,Huckmon,609547.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5', 'EX-09: Legend Pack 2025']"
Hurricane Screw Shot,Option,EX7-071,,6.0,,,,,Purple,,Three Musketeers,,,,,U,,,"When an effect trashes this card from your Digimon's digivolution cards, gain 1 memory.
While you have a Digimon with the [Three Musketeers] trait, you may ignore this card's color requirements.
[Main] Delete 1 of your opponent's level 3, 1 of their level 4, and 1 of their level 5 Digimon. Then, place this card as the bottom digivolution card of 1 of your Digimon with the [Three Musketeers] trait.","Security Effect [Security] Delete 1 of your opponent's level 3 Digimon, level 4 Digimon, and level 5 Digimon.",,Digimon Card Game,hurricane-screw-shot-ex7-071,2024-05-27 15:14:30,Hurricane Screw Shot,565039.0,['EX-07: Extra Booster Digimon Liberator']
Hyogamon,Digimon,BT11-026,4.0,5.0,1.0,,,,Blue,,Ice-Snow,,,5000.0,Virus,C,,,,,,Digimon Card Game,hyogamon-bt11-026,2024-05-27 15:14:30,Hyogamon,477839.0,['BT-11: Booster Dimensional Phase']
I'll Drag You Into the Depths!,Option,BT4-101,,1.0,,,,,Blue,,,,,,,U,,,"[Main] All of your Digimon gain ""[Your Turn] When attacking an opponent's Digimon with no digivolution cards, delete that Digimon"" for the turn.",Security Effect [Security] Add this card to the hand.,,Digimon Card Game,i-ll-drag-you-into-the-depths-bt4-101,2024-05-27 15:14:30,I'll Drag You Into the Depths,238214.0,['BT-04: Booster Great Legend']
Ice Statue,Option,BT11-099,,6.0,,,,,Blue,,,,,,,C,,,"When you would use this card, if you have a blue Tamer in play, reduce the cost by 1.
[Main] Trash the top 3 digivolution cards of 1 of your opponent's Digimon. Then, return 1 of your opponent's Digimon with no digivolution cards to its owner's hand.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,ice-statue-bt11-099,2024-05-27 15:14:30,Ice Statue,477808.0,['BT-11: Booster Dimensional Phase']
IceDevimon,Digimon,EX2-014,4.0,4.0,2.0,,,,Blue,,Fallen Angel,,,4000.0,Virus,C,,,[When Attacking] Return 1 of your opponent's level 4 or lower Digimon with no digivolution cards to its owner's hand.,,,Digimon Card Game,icedevimon-ex2-014,2024-05-27 15:14:30,IceDevimon,274852.0,['EX-02: Theme Booster Digital Hazard']
Ignitemon,Digimon,BT11-076,3.0,4.0,0.0,,,[Digivolve] Lv.2 w/[Xros Heart] trait: Cost 0,Purple,,Reptile Man,Xros Heart,,2000.0,Virus,U,,,"[When Attacking] By deleting 1 of your other Digimon, delete 1 of your opponent's unsuspended Digimon with a level less than or equal to the deleted Digimon's level.","[All Turns] [Once Per Turn] When you play a Digimon by an effect, gain 1 memory.",[Digivolve] Lv.2 w/[Xros Heart] trait: Cost 0,Digimon Card Game,ignitemon-bt11-076,2024-05-27 15:14:30,Ignitemon,477920.0,"['Box Promotion Pack: Dimensional Phase', 'BT-11: Booster Dimensional Phase']"
Ikkakumon,Digimon,ST2-05,4.0,4.0,2.0,Blue,3.0,,Blue,,Sea Beast,,Champion,5000.0,Vaccine,C,Champion,,,,,Digimon Card Game,ikkakumon-st2-05,2024-05-27 15:14:30,Ikkakumon,229777.0,['ST-2: Starter Deck Cocytus Blue']
Ikkakumon,Digimon,BT2-025,4.0,5.0,2.0,Blue,3.0,,Blue,,Sea Beast,,Champion,3000.0,Vaccine,C,Champion,,Inherited Effect [When Attacking] Trash the top digivolution card of 1 of your opponent's Digimon.,,,Digimon Card Game,ikkakumon-bt2-025,2024-05-27 15:14:30,Ikkakumon - BT2-025,231685.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution']"
Ikkakumon,Digimon,EX1-016,4.0,6.0,2.0,Blue,,,Blue,,Sea Beast,,,6000.0,Vaccine,C,,,[Your Turn] This Digimon can also attack your opponent's unsuspended Digimon with no digivolution cards.,,,Digimon Card Game,ikkakumon-ex1-016,2024-05-27 15:14:30,Ikkakumon,255292.0,['EX-01: Theme Booster Classic Collection']
